tconst,primaryTitle,startYear,genres,lead_actors_ids,runtimeMinutes,averageRating,Language,Country,numVotes,budget,BoxOffice,plot
tt32857110,Bohurupi,2024.0,"['Action', 'Crime', 'Drama']","['nm1425585', 'nm3374672', 'nm1980077', 'nm16978136', 'nm15206432']",155.0,7.8,Bengali,India,1981.0,,,"The film draws inspiration from a series of real-life bank heists that transpired in the village of Raipur, South 24 Parganas, West Bengal, between 1998 and 2005. [ 24 ] Set in the notorious rural village of Chhyanchrapur, Bikram  plays the titular role of a ""bohurupi""-cum-bank dacoit. [ 25 ] He is a commerce graduate who works in the local jute mill. But things take a turn for him when he is arrested wrongly due to false accusations of murdering a communist union leader and stealing some jewels. Although he pleaded for his innocence, SI Sumanta Ghosal didn't pay any heed to his pleas and beat him mercilessly inside the jail. This incident changed his entire ideology, his life and perception about honesty and the society. Hurt, for being arrested and beaten despite not being guilty, situations forced him to decide that he will commit real crimes. Inside the jail he met Selim, a seasoned bank robber and got trained in the tricks and trades of robbery from him. [ 26 ] Sumanta's wife Pori is mentally unstable and suffers from a rare bipolar disorder. He sent her to a mental home for treatment as it was becoming difficult for him to balance work and personal life. On the other hand, Jhimli is the village's best pickpocket, with whom Bikram falls in love and married her. The story further depicts how he landed up in a cat and mouse chase with Sumanta after doing a giant bank robbery at Ajaygunj Co-operative Bank, in just 4 minutes. [ 27 ]"
tt32874292,Bratya,2024.0,"['Adventure', 'Comedy', 'Music']","['nm6403583', 'nm11248072', 'nm14415573', 'nm0091688', 'nm17096727']",103.0,2.9,,,158.0,,,
tt32880406,Boisbouscache,2021.0,['Documentary'],[],82.0,,,,,,,
tt32880592,By the Stream,2024.0,['Drama'],"['nm1040587', 'nm16332986']",111.0,6.8,,,519.0,,,
tt32902809,Botchan,1958.0,[],"['nm0465531', 'nm0051502', 'nm0411770', 'nm1167990', 'nm0594062']",93.0,,,,,,,
tt32903412,Bosnia: Past Continuous,2016.0,"['Documentary', 'War']",[],80.0,,,,,,,
tt3296800,Boxing Chicks,2015.0,"['Action', 'Documentary', 'Sport']","['nm6051041', 'nm6051039']",82.0,,,,,,,
tt32985851,Botschafter des Erinnerns,2024.0,['Documentary'],[],103.0,,,,,,,
tt32992565,Broken Pieces: The Nygil M. Cullins Story,2024.0,['Documentary'],['nm16361312'],62.0,,,,,,,
tt33004856,Buldoser,2024.0,['Drama'],"['nm16362436', 'nm16362439', 'nm16387923', 'nm16387924', 'nm16389580']",102.0,,,,,,,
tt3302092,By Dawn,2019.0,"['Drama', 'Thriller']","['nm1838469', 'nm5361805', 'nm2385874', 'nm7486593', 'nm3425161']",81.0,3.9,,,122.0,,,
tt33022333,BXL,2024.0,['Drama'],"['nm2964404', 'nm14338511', 'nm0887769', 'nm9400914', 'nm14817466']",110.0,6.5,,,202.0,,,
tt3302706,Boychoir,2014.0,"['Drama', 'Music']","['nm0000163', 'nm2389665', 'nm0524197', 'nm6136318', 'nm6061041']",103.0,6.7,,,7984.0,,,
tt33029866,Broken Rage,2024.0,"['Comedy', 'Crime', 'Drama']","['nm0001429', 'nm0038355', 'nm1071413', 'nm1086216', 'nm1086216']",62.0,6.1,Japanese,Japan,2091.0,,,"Broken Rage is a 2024 Japanese action comedy film, written and directed by Takeshi Kitano , who also leads the cast which features an ensemble cast including Tadanobu Asano , Nao Omori , Hakuryu , and Shidō Nakamura . It premiered at the 81st Venice International Film Festival ."
tt33030519,Bully,2018.0,"['Action', 'Crime']","['nm6680885', 'nm14372843', 'nm5925554', 'nm15030016', 'nm13874707']",94.0,,,,,,,
tt33034189,But I'm Married,2024.0,['Drama'],"['nm10937994', 'nm8527456', 'nm5981684', 'nm11266099', 'nm9296139']",150.0,,,,,,,
tt33034326,Bury Him,2024.0,"['Crime', 'Thriller']","['nm6749744', 'nm12037303', 'nm7306342', 'nm6371226', 'nm11911316']",88.0,5.0,,,69.0,,,
tt33035197,Boong,2024.0,"['Adventure', 'Drama']","['nm16418899', 'nm16467230', 'nm5843593', 'nm16467231', 'nm16467232']",94.0,7.9,Meiteilon ( Manipuri ),India,427.0,,,"Boong is a 2024 Indian Manipuri-language coming-of-age drama film written and directed by Lakshmipriya Devi . [ 2 ] [ 3 ] [ 4 ] It stars Gugun Kipgen, Bala Hijam , Angom Sanamatum, Vikram Kochhar , Nemetia Ngangbam, Jenny Khurai and Hamom Sadananda . [ 5 ] [ 6 ] The film had its world premiere at the Discovery section of the 2024 Toronto International Film Festival on 5 September 2024. [ 7 ] [ 8 ] [ 9 ] At the 79th British Academy Film Awards , it won Best Children's & Family Film , and became the first Indian film to win a BAFTA. [ 10 ] [ 11 ]"
tt33043003,By All Means,2024.0,['Drama'],"['nm13366913', 'nm9233375', 'nm6272922', 'nm16382223', 'nm16383764']",78.0,,,,,,,
tt33046259,Bondhu Maya Lagaise,2009.0,"['Drama', 'Romance']","['nm8861612', 'nm7199101', 'nm4457317', 'nm4618752']",151.0,,,,,,,
tt33049478,Britain's Forgotten Prisoners,2024.0,['Documentary'],[],80.0,,,,,,,
tt33052632,Bullet Day,2024.0,['Drama'],"['nm4408148', 'nm0868381']",93.0,,,,,,,
tt33053831,Brazilian Beats 2,2024.0,['Documentary'],[],70.0,,,,,,,
tt33098449,Bubbly Bindaas,2024.0,['Comedy'],"['nm9240843', 'nm13985399', 'nm16163597', 'nm13383961', 'nm13568301']",127.0,8.7,,,9.0,,,
tt33111801,Botev: In the Shadow of the Monument,2016.0,['Documentary'],[],60.0,,,,,,,
tt3311792,BRADMAN: The Movie,2023.0,"['Adventure', 'Comedy', 'Sci-Fi']","['nm2643221', 'nm2643221', 'nm1922875', 'nm10669850', 'nm6719758']",122.0,4.4,,,87.0,,,
tt33132226,Butas,2024.0,"['Drama', 'Thriller']","['nm3979341', 'nm15702668', 'nm0536287', 'nm16131137', 'nm16682677']",112.0,4.8,,,241.0,,,
tt3313324,Burning Kiss,2018.0,"['Drama', 'Mystery', 'Thriller']","['nm4223899', 'nm1763691', 'nm5348553', 'nm4261509', 'nm2932159']",81.0,3.8,,,1453.0,,,
tt3314434,Bound by Sea,2013.0,"['Adventure', 'Documentary', 'Drama']","['nm6067453', 'nm6067452', 'nm6067450']",88.0,6.4,,,17.0,,,
tt3314486,Boston Nightly: Long Term Parking,2015.0,"['Action', 'Comedy', 'Crime']","['nm2403906', 'nm1987417', 'nm1510576', 'nm4050010', 'nm4586273']",74.0,4.2,,,14.0,,,
tt3315066,Brotherhood,2014.0,"['Action', 'Drama', 'Family']","['nm5287102', 'nm3868749', 'nm6282399', 'nm6068222', 'nm6068227']",64.0,7.8,,,15.0,,,
tt3315408,By Blood,2015.0,"['Documentary', 'Drama', 'News']",[],66.0,7.4,,,18.0,,,
tt3323588,Bunni,2013.0,['Horror'],"['nm3401963', 'nm2057435', 'nm6077260', 'nm6077249', 'nm6077256']",60.0,3.0,,,332.0,,,
tt3324624,By Any Means Necessary,2015.0,"['Documentary', 'Drama', 'Fantasy']","['nm6100188', 'nm6100189', 'nm6121641', 'nm5467730']",80.0,,,,,,,
tt33255057,Bongkol krak 2,2022.0,['Comedy'],"['nm16456696', 'nm11080379']",70.0,,,,,,,
tt3325622,Breaking Down Resistance,2013.0,['Documentary'],[],116.0,,,,,,,
tt33265124,Boualem Zid El Goudam,1980.0,"['Adventure', 'Drama']","['nm0070308', 'nm1567171']",84.0,,,,,,,
tt33265303,Bojevita kraljica noci,2024.0,['Documentary'],"['nm1010298', 'nm13050010']",80.0,8.6,,,13.0,,,
tt33265411,Bonehead: A Fortnite Legend,2024.0,['Animation'],"['nm13749495', 'nm13749495', 'nm13749495', 'nm15394325', 'nm16094824']",106.0,,,,,,,
tt3327870,Bx46,2014.0,"['Documentary', 'Mystery']",[],74.0,,,,,,,
tt3328130,Bulbule,2014.0,['Comedy'],"['nm6089685', 'nm6083163', 'nm6083158', 'nm6089687', 'nm6083160']",119.0,8.3,,,31.0,,,
tt3328290,Borderlands,2013.0,"['Drama', 'Family']","['nm6083284', 'nm6083276', 'nm6083277', 'nm6083283', 'nm5156105']",65.0,8.2,English,United Kingdom,11.0,,,"The Vatican sends three men to investigate reports of supernatural activity in a recently reopened 13th-century church in the Devon countryside. The group consists of skeptical religious brother Deacon, layman and technology expert Gray Parker, and the stringent Father Mark Amidon. Upon their arrival, Gray sets up the recording equipment. Local priest Father Crellick tells them a miracle has taken place. He shows them captured footage of objects on the altar mysteriously moving. That night, local youths burn a sheep to death outside the men's cottage. The next day, Mark discovers a hidden side panel in the church, but he is disturbed by an unseen force before he can enter. Mark's ear starts bleeding, which he attributes to a ruptured eardrum caused by air pressure changes. A multi-mic radio setup detects the sound of deep growls and whispers, followed by an infant's cry. While tracing the source of these sounds, Deacon sees Crellick pass by a window. Mark pursues a despondent Crellick up the bell tower. Crellick questions whether he has witnessed a miracle or something far worse, then leaps to his death before a horrified Mark. Mark insists on closing the investigation, citing that no concrete evidence of supernatural activity has been found."
tt33293977,Boundearth,2024.0,['Animation'],[],108.0,7.9,,,7.0,,,
tt33299224,Bosco Grande,2024.0,['Documentary'],[],77.0,7.7,,,8.0,,,
tt33303686,Boom Rang,2016.0,['Drama'],"['nm16478146', 'nm16478152', 'nm16478150', 'nm16478145', 'nm16478148']",63.0,,,,,,,
tt3331134,Born to Witness: Lorenzo Scott,2013.0,"['Biography', 'Documentary']",['nm6086130'],66.0,,,,,,,
tt33319941,Borderland: The Line Within,2024.0,['Documentary'],[],110.0,8.0,,,15.0,,,
tt3332308,Boom Bust Boom,2015.0,"['Documentary', 'History']",[],70.0,7.1,,,598.0,,,
tt33343834,Booliron,2024.0,['Documentary'],[],75.0,,,,,,,
tt3335054,"Bokura wa aruku, tada soredake",2009.0,"['Comedy', 'Drama']","['nm1504747', 'nm2246282']",74.0,6.8,,,46.0,,,
tt33355331,Boomerang,2024.0,"['Drama', 'Romance']","['nm4198998', 'nm13730060']",83.0,6.7,Bengali,India,27.0,,,"Scientist Samar Sen, inventor of the ""Flying Bike"" and ""Virtual Mobile"" is a scientist of high intellect and mettle. Despite repeated failures, he dreamt of making a humanoid robot. Although he was married to Isha, her father tried to fix her marriage again with a groom of his choice because Samar didn't have a stable job. But, riding high on hopes, with meticulous precision he created an andro-humanoid robot ""Nisha"", very similar to his wife Isha. In the meantime, Nisha decides to take a break from Samar and he on the other hand, fell prey to Chinese goons, who were in the intention of stealing Isha from him for various malpractices against the country. When Nisha enters in the main scene, it became a boomerang for him and created confusion and chaos. [ 25 ] [ 26 ]"
tt3336156,Boston Bound,2013.0,"['Biography', 'Documentary', 'History']",[],70.0,,,,,,,
tt33362771,Brothers,2015.0,[],"['nm2123222', 'nm2358951', 'nm16512371']",87.0,,,,,,,
tt33364792,Building a Classical Guitar from Scratch,2021.0,['Documentary'],[],141.0,,,,,,,
tt33368113,But What About Tomi?,2024.0,['Drama'],"['nm8238126', 'nm0190691', 'nm16516718', 'nm0468977', 'nm1252593']",100.0,7.0,,,1155.0,,,
tt3338362,Bolshaya Raznitsa. Ostatsya v zhivykh. Film,2013.0,['Comedy'],[],90.0,,,,,,,
tt3339674,Burying the Ex,2014.0,"['Comedy', 'Horror', 'Romance']","['nm0947338', 'nm3967796', 'nm0588241', 'nm0353869', 'nm1591345']",89.0,5.4,,,12175.0,,,
tt33397997,Built to Last: Buyer Beware,2024.0,['Documentary'],"['nm0048414', 'nm17329901']",74.0,,,,,,,
tt3340430,Bobbee Bee the Hater the Movie,2013.0,"['Comedy', 'Thriller']",['nm6095120'],93.0,,,,,,,
tt3341536,Bolts & Blip: Battle of the Lunar League,2012.0,"['Action', 'Animation', 'Comedy']","['nm1873389', 'nm6095978', 'nm6095977', 'nm5642103', 'nm6095979']",78.0,6.2,,,51.0,,,
tt33420352,Burning Blood,2024.0,"['Action', 'Thriller']","['nm0150952', 'nm1291588', 'nm0160836', 'nm0157971', 'nm6301747']",113.0,7.0,,,64.0,,,
tt3342056,Branimals: The Forest Is Ours,2012.0,"['Adventure', 'Animation', 'Comedy']","['nm0009495', 'nm14053916', 'nm6096797', 'nm18129683', 'nm1026240']",83.0,7.5,Portuguese,Brazil,44.0,,,"Teenage anteater Bandeira and his father Olavo travels to the Middle East on a jeep, while the jaguar Tales and Jairzinho the coati on summer vacation.  Dumontzinho the Rufous hornero went on an exchange program in North America where he meet a panda named Pandinha. Everything is normal until Tales and Jairzinho discover the return of Ratão who is doing business with an American executive named Sam Baldeagle. The two reveal to be working under for Mr. Birdestroy a bull terrier who is the CEO of the Brainforest and wants to take over the Brichos village, as well as having an alliance with the dromedary terrorist Al Corcova. Meanwhile, Bandeira and Olavo end up being trapped in the desert until they are rescued by a group of gecko thieves called ""Lagaregues"" led by Abdul-Aziz. Dumontzinho and Pandinha find Mr. Birdestroy's hideout and manage to send information to the village about Birdestroy's plan. Later Ratão makes an agreement with the mayor of the Brichos village to present the project to buy the village to the residents, going so far as to want to bribe them with money, but they end up losing in the vote after Tales shows a video raising awareness about the importance of Forest. After failing to sell Ratão and Sam, they are fired by Birdestroy, who goes with Al Corcova to building a space station and use a glass to set fire to the forest. However, Bandeira, Olavo, Abdul, Dumontzinho and Pandinha manage to get a military spaceship and invade the Al Corcova base, as they successfully destroys the space station, Thus saving the forest."
tt33480337,Bridge,2024.0,['Horror'],"['nm16548502', 'nm15137475', 'nm14633175', 'nm7251476', 'nm11029947']",78.0,4.6,,,21.0,,,
tt33499541,Butchers Book Three: Bonesaw,2024.0,['Horror'],"['nm4451641', 'nm13485500', 'nm10209528', 'nm4134741']",107.0,4.5,,,337.0,,,
tt33501680,Breaking the Silence: The Maria Soledad Case,2024.0,"['Crime', 'Documentary']","['nm14939242', 'nm14939242']",95.0,6.4,,,599.0,,,
tt33509340,Bu you hai shui de jing,2024.0,['Drama'],"['nm2385917', 'nm16566948', 'nm16566951']",180.0,,,,,,,
tt33518175,Break War,2024.0,"['Action', 'Crime', 'Thriller']","['nm10704645', 'nm8640722', 'nm0628757', 'nm0867248', 'nm17064416']",86.0,2.7,,,20.0,,,
tt33526371,Boundaries,2024.0,['Drama'],"['nm10298694', 'nm11953036', 'nm16782095', 'nm5936642']",110.0,6.2,,,15.0,,,
tt33533069,Brasse Vannie Kaap,2024.0,['Documentary'],"['nm16573270', 'nm16573270', 'nm16573269', 'nm16573269', 'nm16596179']",73.0,,,,,,,
tt33565730,Booty Bandits - Bruthaload Volume 13,2024.0,['Adult'],"['nm14977414', 'nm16578515', 'nm14217669', 'nm16578519', 'nm15733569']",138.0,,,,,,,
tt33592275,Bonjour l'asile,2024.0,['Comedy'],"['nm1310530', 'nm5620088', 'nm0049071', 'nm6728923', 'nm12483018']",107.0,5.7,,,82.0,,,
tt3359290,Bobby Jasoos,2014.0,"['Comedy', 'Drama', 'Thriller']","['nm3170495', 'nm6289901', 'nm6289904', 'nm4463385', 'nm1480555']",121.0,5.5,,,2546.0,,,
tt3360944,By the Rivers of Babylon,2018.0,['Thriller'],"['nm0000417', 'nm0095478', 'nm0866608', 'nm5056980', 'nm5102157']",94.0,5.7,,,53.0,,,
tt3365348,Brugato,2014.0,"['Action', 'Drama', 'Romance']","['nm6297874', 'nm6280930', 'nm6297873', 'nm6297887', 'nm6676715']",107.0,8.1,,,18.0,,,
tt3365778,Breathe,2014.0,['Drama'],"['nm1366568', 'nm4552893', 'nm5494868']",91.0,7.0,French,France,8196.0,3.4,1.1,"Charlie is a teenage high school student whose parents are breaking up. At school she is assigned to take care of new student Sarah, a white girl who has recently moved from Nigeria, where her mother works for a charity, to live with her aunt. The two quickly become inseparable. During All Saints' Day Sarah tells Charlie that her mother is unable to visit and she'll be alone. Charlie invites Sarah to spend time with her mother and her mother's friends for the holiday. Sarah's attitude towards Charlie abruptly changes when they are on vacation when Charlie introduces Sarah as a classmate and not as a friend. Sarah then alternates between being warm to Charlie and being cold and freezing her out. When they return from their vacation Sarah ignores Charlie and Charlie practices asking her what is wrong when she sees her at school. However, when Sarah gets to school Charlie warmly embraces her acting as though nothing is wrong. Charlie continues to grow suspicious of Sarah and the way she acts. In front of their group of friends she points out inconsistencies in Sarah's stories about her mother. Sarah casually threatens to tell Charlie's friends about her abusive father, which Charlie confided to her in secret. In order to find out the truth about Sarah, Charlie follows her home from school where she learns she lives in a rough part of town with her alcoholic mother."
tt33665993,Bullets N Love,2024.0,"['Crime', 'Drama']","['nm16575522', 'nm9765907', 'nm3291516', 'nm9810394', 'nm4311727']",81.0,,,,,,,
tt33683441,Buka Girl,2024.0,['Drama'],"['nm14423620', 'nm12986668', 'nm9550968', 'nm9690660', 'nm13104717']",91.0,,,,,,,
tt3374220,Bohdan-Zynoviy Khmelnytskyi,2008.0,"['History', 'War']","['nm1135040', 'nm16010915', 'nm4832624', 'nm6123540', 'nm7661626']",118.0,6.2,,,84.0,,,
tt3375286,Bunny the Killer Thing,2015.0,"['Action', 'Comedy', 'Horror']","['nm4073016', 'nm5443860', 'nm4816054', 'nm5315195', 'nm3327718']",88.0,4.3,,,2178.0,,,
tt3376242,Bourbon Documentary,2007.0,['Documentary'],['nm3967150'],75.0,,,,,,,
tt3376332,Born Dead,2017.0,['Horror'],"['nm0541576', 'nm0734363', 'nm0142300', 'nm5246199', 'nm0711014']",110.0,5.6,,,6.0,,,
tt33775751,Burkitt,2024.0,"['Biography', 'Documentary', 'History']",[],73.0,,,,,,,
tt3380104,Buddy Hutchins,2015.0,"['Horror', 'Thriller']","['nm0005085', 'nm1020877', 'nm0360045', 'nm4778907', 'nm5947733']",98.0,3.7,,,494.0,,,
tt3380302,BRO Men with Hope to Bring,2013.0,"['Comedy', 'Documentary', 'Family']",[],118.0,,,,,,,
tt33809962,Bunin,2024.0,['Documentary'],"['nm0515103', 'nm0678933']",81.0,,,,,,,
tt3381610,Breakdown,2016.0,"['Action', 'Crime', 'Drama']","['nm0265492', 'nm0181920', 'nm1631384', 'nm1570873', 'nm1268748']",99.0,5.0,English,United Kingdom,922.0,,,"A professional contract killer, haunted by visions of his violent past, [ 2 ] spirals out of control. His work compromised as he reaches breaking point, he is forced to defend his family from his ruthless employers."
tt3385230,Burning Princess,1983.0,[],"['nm0998201', 'nm0998201', 'nm0880936', 'nm0880936', 'nm0991936']",66.0,5.4,,,39.0,,,
tt33927486,Budha Sher,2002.0,['Action'],"['nm6945283', 'nm0787030', 'nm0019405', 'nm0154899', 'nm12328075']",145.0,,,,,,,
tt3394984,"Bulgaria, This Eternal Heresy",2013.0,"['Adventure', 'Documentary', 'Drama']","['nm6143554', 'nm6143561', 'nm6143550', 'nm6143559', 'nm6143557']",164.0,7.5,,,22.0,,,
tt3395168,Bone to the Dog,2013.0,"['Comedy', 'Crime', 'Drama']","['nm3118488', 'nm4369641', 'nm4885363', 'nm4290841', 'nm6143645']",76.0,,,,,,,
tt34012325,Brigádnapló,2024.0,['Comedy'],"['nm1843753', 'nm1843753', 'nm16629164', 'nm0844476', 'nm0843792']",107.0,5.8,,,11.0,,,
tt34035916,Bowl,2000.0,['Drama'],['nm0490608'],88.0,,English,United States United Kingdom France,,15.0,5.7,"Impoverished Roman Prince Amerigo is engaged to American socialite Maggie Verver. Maggie has a very close relationship with her millionaire father Adam, a widowed tycoon living in England who plans a museum in the United States to house his collection of art and antiquities. Unbeknownst to his fiancée and prior to their engagement, Amerigo had a brief, passionate affair with Maggie's friend Charlotte. Both were penniless, and Amerigo breaks off their affair when he becomes engaged. Charlotte is still in love with him when she visits mutual friend Fanny Assingham in London. Maggie invites her to the wedding, and at Maggie's request, Amerigo takes Charlotte to an antiques shop to look for a wedding gift. The proprietor Jarvis shows them a bowl, carved from a single piece of rock crystal , which he asserts is flawless. Amerigo notices a crack. Charlotte claims not to see the crack, only the bowl's beauty. She is unsure whether to buy the bowl so Jarvis reserves it pending her decision. Maggie and Amerigo marry and have a son. Adam and Charlotte also marry, much to Maggie's delight. Three years pass and the two couples' lives are closely interwoven. Maggie and Adam's closeness alienates their spouses. Fanny correctly suspects that Amerigo and Charlotte have rekindled their affair. Maggie also becomes suspicious and confides in Fanny, but Fanny, wanting to protect Maggie's feelings, tries to discourage such thoughts. Adam observes close interactions between Charlotte and Amerigo but stays silent, not wanting Maggie to be hurt."
